symbol,demangled,category,reason,diff_excerpt,date
_ZN11CTcpHandlerD2Ev,CTcpHandler::~CTcpHandler(),codegen_diff,同 D1,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,24 +1,24 @@
 push   %ebp
 mov    %esp,%ebp
 sub    $0x18,%esp
 mov    0x8(%ebp),%eax
 mov    (%eax),%eax
 test   %eax,%eax
 je     <T> <_ZN11CTcpHandlerD1Ev+0x37>
 mov    0x8(%ebp),%eax",2026-08-11
_ZN11CUdpHandler16InitClientSocketEv,CUdpHandler::InitClientSocket(),codegen_diff,C语义一致（socket→错误处理→日志→返回），差异：socket 结果 ORIG 直接写成员 vs OURS 先存 -0xc 再写；日志参数 ORIG 用 ebx 缓存 vs OURS 现读；帧 push ebx+sub 0x24 vs sub 0x28,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,41 +1,38 @@
 push   %ebp
 mov    %esp,%ebp
-push   %ebx
-sub    $0x24,%esp
+sub    $0x28,%esp
 movl   $0x11,0x8(%esp)
 movl   $0x2,0x4(%esp)
 movl   $0x2,(%esp)",2026-08-11
_ZN11CUdpHandler16InitServerSocketEi,CUdpHandler::InitServerSocket(int),codegen_diff,C语义一致（socket/错误分支/bind/errno 0x62 0x63 链/setsockopt/日志），差异：errno 分支 ORIG cmp+je 序列 vs OURS cmpl+jne 链（等价）；局部槽位整体偏移；setsockopt/日志参数装载方式不同；帧 push esi+ebx+sub 0x40 vs sub 0x58,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,112 +1,103 @@
 push   %ebp
 mov    %esp,%ebp
-push   %esi
-push   %ebx
-sub    $0x40,%esp
+sub    $0x58,%esp
 movl   $0x11,0x8(%esp)
 movl   $0x2,0x4(%esp)",2026-08-11
_ZN11CTcpHandlerC1Ev,CTcpHandler::CTcpHandler(),codegen_diff,"C语义一致（m_epoll=new EpollHandler，分配大小已修至 0x30 一致），剩余差异仅尾部 mov %ebx,%eax+mov %eax,%edx vs mov %ebx,%edx 寄存器移动写法","```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,31 +1,30 @@
 push   %ebp
 mov    %esp,%ebp
 push   %edi
 push   %esi
 push   %ebx
 sub    $0x1c,%esp
 movl   $0x30,(%esp)
 call   <T> <_Znwj>",2026-08-11
_ZN11CTcpHandlerC2Ev,CTcpHandler::CTcpHandler(),codegen_diff,同 C1,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,31 +1,30 @@
 push   %ebp
 mov    %esp,%ebp
 push   %edi
 push   %esi
 push   %ebx
 sub    $0x1c,%esp
 movl   $0x30,(%esp)
 call   <T> <_Znwj>",2026-08-11
_ZN12EpollHandlerC1Ev,EpollHandler::EpollHandler(),codegen_diff,C语义一致（CProtocol+CMutex+Init，+0x18 偏移已一致），仅异常清理路径多一条 jmp 的分支布局不同,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,40 +1,41 @@
 push   %ebp
 mov    %esp,%ebp
 push   %esi
 push   %ebx
 sub    $0x10,%esp
 mov    0x8(%ebp),%eax
 mov    %eax,(%esp)
 call   <T> <_ZN9CProtocolC1Ev>",2026-08-11
_ZN12EpollHandlerC2Ev,EpollHandler::EpollHandler(),codegen_diff,同 C1,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,40 +1,41 @@
 push   %ebp
 mov    %esp,%ebp
 push   %esi
 push   %ebx
 sub    $0x10,%esp
 mov    0x8(%ebp),%eax
 mov    %eax,(%esp)
 call   <T> <_ZN9CProtocolC1Ev>",2026-08-11
_ZN12EpollHandler12WaitForEventEv,EpollHandler::WaitForEvent(),codegen_diff,C语义一致（epoll_wait 返回已修复），差异：ORIG sub 0x28+栈暂存+leave vs OURS push ebx+sub 0x14+ebx 暂存,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,20 +1,20 @@
 push   %ebp
 mov    %esp,%ebp
-sub    $0x28,%esp
+push   %ebx
+sub    $0x14,%esp
 mov    0x8(%ebp),%eax
 mov    %eax,(%esp)
 call   <T> <_ZN12EpollHandler14GetEpollEventsEv>",2026-08-11
_ZN12EpollHandler11GetEventPtrEi,EpollHandler::GetEventPtr(int),codegen_diff,"C语义一致（m_events 偏移已一致 +0x10），差异：ORIG mov 0x10(%eax),%ecx 直接入 ecx vs OURS 先 eax 再 mov %eax,%ecx；索引 ORIG idx*12+4 直接 0x4(%eax) vs OURS (idx*3+1)*4 后 (%eax)","```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,13 +1,15 @@
 push   %ebp
 mov    %esp,%ebp
 mov    0x8(%ebp),%eax
-mov    0x10(%eax),%ecx
+mov    0x10(%eax),%eax
+mov    %eax,%ecx
 mov    0xc(%ebp),%edx
 mov    %edx,%eax",2026-08-11
_ZN12EpollHandler12IsSetInEventEi,EpollHandler::IsSetInEvent(int),codegen_diff,C语义一致，仅 m_events 装载 ORIG 直接 ecx vs OURS eax+mov 的寄存器写法,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,14 +1,15 @@
 push   %ebp
 mov    %esp,%ebp
 mov    0x8(%ebp),%eax
-mov    0x10(%eax),%ecx
+mov    0x10(%eax),%eax
+mov    %eax,%ecx
 mov    0xc(%ebp),%edx
 mov    %edx,%eax",2026-08-11
_ZN12EpollHandler13IsSetErrEventEi,EpollHandler::IsSetErrEvent(int),codegen_diff,C语义一致，仅 m_events 装载寄存器写法不同,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,16 +1,17 @@
 push   %ebp
 mov    %esp,%ebp
 mov    0x8(%ebp),%eax
-mov    0x10(%eax),%ecx
+mov    0x10(%eax),%eax
+mov    %eax,%ecx
 mov    0xc(%ebp),%edx
 mov    %edx,%eax",2026-08-11
_ZN12EpollHandler13IsSetOutEventEi,EpollHandler::IsSetOutEvent(int),codegen_diff,C语义一致，仅 m_events 装载寄存器写法不同,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,16 +1,17 @@
 push   %ebp
 mov    %esp,%ebp
 mov    0x8(%ebp),%eax
-mov    0x10(%eax),%ecx
+mov    0x10(%eax),%eax
+mov    %eax,%ecx
 mov    0xc(%ebp),%edx
 mov    %edx,%eax",2026-08-11
_ZN12EpollHandler10ResetEpollEi,EpollHandler::ResetEpoll(int),codegen_diff,"C语义一致，差异：m_eventType=1 写入 ORIG movl /usr/bin/zshx1,0x4(%eax) vs OURS add+movl；CGuard 局部槽 -0xc vs -0x10","```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,43 +1,46 @@
 push   %ebp
 mov    %esp,%ebp
 push   %ebx
 sub    $0x24,%esp
 mov    0x8(%ebp),%eax
 add    $0x4,%eax
 movl   $0xc,0x8(%esp)
 movl   $0x0,0x4(%esp)",2026-08-11
_ZN12EpollHandler8SetEpollEPvib,"EpollHandler::SetEpoll(void*, int, bool)",codegen_diff,C语义一致（m_eventType=flag?0x8000001d:0x1d），差异：ORIG 分支内直接写内存 vs OURS 先 mov 常量到 eax 分支后统一存储,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,47 +1,49 @@
 push   %ebp
 mov    %esp,%ebp
 push   %ebx
 sub    $0x34,%esp
 mov    0x14(%ebp),%eax
 mov    %al,-0x1c(%ebp)
 cmpb   $0x0,-0x1c(%ebp)
-je     <T> <_ZN12EpollHandler8SetEpollEPvib+0x1f>",2026-08-11
_ZN11CollectItmsC1Ev,CollectItms::CollectItms(),codegen_diff,"C语义一致（3 int 清零 + byte 1，已修复），仅 ORIG movl /usr/bin/zsh,0x4/0x8(%eax) 直接寻址 vs OURS add+movl 间接寻址","```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,12 +1,14 @@
 push   %ebp
 mov    %esp,%ebp
 mov    0x8(%ebp),%eax
 movl   $0x0,(%eax)
 mov    0x8(%ebp),%eax
-movl   $0x0,0x4(%eax)
+add    $0x4,%eax
+movl   $0x0,(%eax)",2026-08-11
_ZN11CollectItmsC2Ev,CollectItms::CollectItms(),codegen_diff,同 C1：ORIG 直接寻址 vs OURS add+movl,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,12 +1,14 @@
 push   %ebp
 mov    %esp,%ebp
 mov    0x8(%ebp),%eax
 movl   $0x0,(%eax)
 mov    0x8(%ebp),%eax
-movl   $0x0,0x4(%eax)
+add    $0x4,%eax
+movl   $0x0,(%eax)",2026-08-11
_ZN12CApplication12Remove_GM_idEj,CApplication::Remove_GM_id(unsigned int),codegen_diff,C语义一致（find/clear/erase，偏移 0x368 已对齐），剩余差异仅为 != 比较时两个迭代器实参的装载顺序不同（ORIG 先 -0xc 后 -0x10，OURS 相反）,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,40 +1,40 @@
 push   %ebp
 mov    %esp,%ebp
 sub    $0x28,%esp
 mov    0x8(%ebp),%eax
 lea    0x368(%eax),%ecx
 lea    -0x10(%ebp),%eax
 lea    0xc(%ebp),%edx
 mov    %edx,0x8(%esp)",2026-08-11
_ZN12CApplication15ProcessTimeSyncEv,CApplication::ProcessTimeSync(),codegen_diff,C语义一致（localtime 复制 + 校验 + 发包 + 存 m_timeSyncHour，0x390 偏移已对齐），差异：栈帧 0x58 vs 0x68、tm 拷贝到局部槽的顺序与槽位不同、范围校验 ORIG test/js vs OURS cmpl/js 表述、尾部 nop,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,76 +1,67 @@
 push   %ebp
 mov    %esp,%ebp
-sub    $0x58,%esp
+sub    $0x68,%esp
 movl   $0x0,(%esp)
 call   <T> <time>
-mov    %eax,-0xc(%ebp)
-lea    -0xc(%ebp),%eax",2026-08-11
_ZN12CApplication14SwitchQueueTCPEv,CApplication::SwitchQueueTCP(),codegen_diff,C语义一致，仅 SwitchQueue 结果取反方式不同（ORIG xor /usr/bin/zshx1+test+jne vs OURS test+je）,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,45 +1,45 @@
 push   %ebp
 mov    %esp,%ebp
 push   %esi
 push   %ebx
 sub    $0x20,%esp
 mov    0x8(%ebp),%eax
 add    $0x168,%eax
 mov    %eax,(%esp)",2026-08-11
_ZN12CApplication14SwitchQueueUDPEv,CApplication::SwitchQueueUDP(),codegen_diff,C语义一致，仅 empty 结果取反方式不同（ORIG xor /usr/bin/zshx1+test+jne vs OURS test+je）,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,59 +1,60 @@
 push   %ebp
 mov    %esp,%ebp
 push   %esi
 push   %ebx
 sub    $0x20,%esp
 mov    0x8(%ebp),%eax
 add    $0x138,%eax
 mov    %eax,0x4(%esp)",2026-08-11
_ZN12CApplication15TranslateSignalEv,CApplication::TranslateSignal(),codegen_diff,C语义一致（Ghidra 确认 case 3=Event_End/case 2=Event_Start/case 4=Load/case 7=截图，与 OURS 相同），差异：switch 分支 ORIG cmp/je 树 vs OURS cmp/jne 链、局部槽整体偏移 4、empty 取反表述、尾部 nop。注：md 第 3 节是 COServer 撞名文件，不可信,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,260 +1,251 @@
 push   %ebp
 mov    %esp,%ebp
 push   %esi
 push   %ebx
 sub    $0x70,%esp
 mov    0x8(%ebp),%eax
 mov    0x9c(%eax),%eax
 mov    %eax,(%esp)",2026-08-11
_ZN12CApplication20isAbleUserChatWithGMEjj,"CApplication::isAbleUserChatWithGM(unsigned int, unsigned int)",codegen_diff,C语义一致（std::find 已对齐 ORIG 用法），仅迭代器局部槽偏移不同（-0x1c/-0x18 vs -0x20/-0x1c）,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,75 +1,75 @@
 push   %ebp
 mov    %esp,%ebp
 sub    $0x38,%esp
 mov    0x8(%ebp),%eax
 lea    0x368(%eax),%ecx
-lea    -0x1c(%ebp),%eax
+lea    -0x20(%ebp),%eax
 lea    0xc(%ebp),%edx",2026-08-11
_ZN12CApplication21DisableChatUserWithGMEjj,"CApplication::DisableChatUserWithGM(unsigned int, unsigned int)",codegen_diff,C语义一致（map find + list::remove 已对齐 ORIG），差异：栈帧 0x38 vs 0x28、迭代器局部槽不同、remove 前 ORIG 多一次 find 迭代器保存,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,80 +1,36 @@
 push   %ebp
 mov    %esp,%ebp
-sub    $0x38,%esp
+sub    $0x28,%esp
 mov    0x8(%ebp),%eax
 lea    0x368(%eax),%ecx
-lea    -0x1c(%ebp),%eax
+lea    -0x10(%ebp),%eax",2026-08-11
_ZN12CApplication16SendTestPacket_1Ev,CApplication::SendTestPacket_1(),codegen_diff,"C语义一致（+0xa/+0xe/+0x10 偏移已对齐 ORIG），仅寻址形式：ORIG movl ,-0xc(%ebp) 直接位移 vs OURS lea+add+movl 间接","```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,21 +1,29 @@
 push   %ebp
 mov    %esp,%ebp
 sub    $0x38,%esp
 lea    -0x16(%ebp),%eax
 mov    %eax,(%esp)
 call   <T> <_ZN24Packet_Monitor_Event_EndC1Ev>
-movl   $0x9,-0xc(%ebp)
+lea    -0x16(%ebp),%eax",2026-08-11
_ZN12CApplication18UpdateCollectItemsEv,CApplication::UpdateCollectItems(),codegen_diff,C语义一致，差异：tm 拷贝顺序/槽位不同、m_field388 读取 ORIG 直接 0x388(%eax) vs OURS 先存 -0xc 再间接访问,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,83 +1,85 @@
 push   %ebp
 mov    %esp,%ebp
 sub    $0x78,%esp
 movl   $0x0,(%esp)
 call   <T> <time>
-mov    %eax,-0xc(%ebp)
-lea    -0xc(%ebp),%eax
+mov    %eax,-0x10(%ebp)",2026-08-11
_ZN12CApplication19UpdateMiniCraneSeedEv,CApplication::UpdateMiniCraneSeed(),codegen_diff,C语义一致（tm_hour==6 判断），差异：ORIG 把整个 tm 拷到 -0x38..-0x10 后比较 -0x30，OURS 直接 localtime 结果 +0x8 比较,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,42 +1,22 @@
 push   %ebp
 mov    %esp,%ebp
-sub    $0x48,%esp
+sub    $0x28,%esp
 movl   $0x0,(%esp)
 call   <T> <time>
-mov    %eax,-0xc(%ebp)
-lea    -0xc(%ebp),%eax",2026-08-11
_ZN12CApplication19isGM_regFromChannelEj,CApplication::isGM_regFromChannel(unsigned int),codegen_diff,C语义一致（find!=end），差异：ORIG 先构造 end() 再 find()，OURS 先 find() 再 end()，指令顺序不同,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,26 +1,26 @@
 push   %ebp
 mov    %esp,%ebp
 sub    $0x28,%esp
 mov    0x8(%ebp),%eax
-lea    0x368(%eax),%edx
+lea    0x368(%eax),%ecx
 lea    -0x10(%ebp),%eax
-mov    %edx,0x4(%esp)",2026-08-11
_ZN12CApplication21GetOnTimeEventManagerEv,CApplication::GetOnTimeEventManager(),codegen_diff,"C语义一致，仅寻址形式：ORIG mov 0x320(%eax),%eax vs OURS add /usr/bin/zshx320+mov","```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,6 +1,7 @@
 push   %ebp
 mov    %esp,%ebp
 mov    0x8(%ebp),%eax
-mov    0x320(%eax),%eax
+add    $0x320,%eax
+mov    (%eax),%eax
 pop    %ebp
 ret",2026-08-11
_ZN12CApplication22AddChattableUserWithGMEjj,"CApplication::AddChattableUserWithGM(unsigned int, unsigned int)",codegen_diff,C语义一致（std::find+push_back 已对齐 ORIG），仅迭代器局部槽偏移不同（-0x1c/-0x18 vs -0x20/-0x1c）,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,80 +1,80 @@
 push   %ebp
 mov    %esp,%ebp
 sub    $0x38,%esp
 mov    0x8(%ebp),%eax
 lea    0x368(%eax),%ecx
-lea    -0x1c(%ebp),%eax
+lea    -0x20(%ebp),%eax
 lea    0xc(%ebp),%edx",2026-08-11
_ZN12CApplication4FreeEv,CApplication::Free(),codegen_diff,C语义一致（各成员释放顺序与消息均同 ORIG，CServerHandler 0x68 已对齐），差异仅为虚调用取指/传参寄存器写法（ORIG fn 进 edx/ecx，OURS 留 eax）+ 若干偏移已对齐后的布局,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,316 +1,316 @@
 push   %ebp
 mov    %esp,%ebp
 push   %esi
 push   %ebx
 sub    $0x20,%esp
 movl   $""Application Free Start!"",(%esp)
 call   <T> <puts>
 mov    0x8(%ebp),%eax",2026-08-11
_ZN12CApplication4InitEiPPc,"CApplication::Init(int, char**)",codegen_diff,C语义一致（两个清零 0x31c/0x320 均已有），剩余差异仅为 m_appInit->Init 虚调用与 catch 中 what() 虚调用的寄存器装载写法,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,87 +1,87 @@
 push   %ebp
 mov    %esp,%ebp
 push   %esi
 push   %ebx
 sub    $0x20,%esp
 call   <T> <_Z8ShowLogov>
 movl   $&g_ServerString_,(%esp)
 call   <T> <_ZN13np_server_xml10CServerXml10StrLoadingEv>",2026-08-11
_ZN12CApplication4LoadEiPPc,"CApplication::Load(int, char**)",codegen_diff,C语义一致（字符串已对齐、CServerHandler 0x68 已对齐），差异：栈帧 0x18c vs 0x10c 全部局部槽偏移 0x40、异常清理跳转目标不同、虚调用寄存器写法不同、个别 jmp 布局不同,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,1110 +1,1136 @@
 push   %ebp
 mov    %esp,%ebp
 push   %edi
 push   %esi
 push   %ebx
-sub    $0x18c,%esp
+sub    $0x10c,%esp
 movl   $0x50,(%esp)",2026-08-11
_ZN12CApplication7ProcessEv,CApplication::Process(),codegen_diff,C语义一致（catch 不 rethrow、日志带\n 已修复），剩余差异：分支目标偏移、虚调用寄存器写法（ORIG fn 进 edx/ecx，OURS 留 eax）、what() 缓存次数,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,218 +1,217 @@
 push   %ebp
 mov    %esp,%ebp
 push   %esi
 push   %ebx
 sub    $0x30,%esp
-jmp    <T> <_ZN12CApplication7ProcessEv+0x31f>
+jmp    <T> <_ZN12CApplication7ProcessEv+0x31d>
 mov    0x8(%ebp),%eax",2026-08-11
_ZN12CApplication9Add_GM_idEj,CApplication::Add_GM_id(unsigned int),codegen_diff,C语义一致（make_pair 已对齐 ORIG 用法），剩余：ORIG 先 end() 后 find()，OURS 先 find() 后 end()；make_pair 装载顺序不同,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,95 +1,95 @@
 push   %ebp
 mov    %esp,%ebp
 push   %esi
 push   %ebx
 sub    $0x40,%esp
 mov    0x8(%ebp),%eax
-lea    0x368(%eax),%edx
+lea    0x368(%eax),%ecx",2026-08-11
_ZN12CApplicationC1Ev,CApplication::CApplication(),codegen_diff,C语义一致，差异：ORIG 用初始化列表（POD 存储与成员构造按声明顺序交错），OURS 函数体赋值（全部成员构造先执行）；且 OURS 多清零 m_itemLimitMgr/m_field388 两个成员（ORIG 构造不写这两处）,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,192 +1,196 @@
 push   %ebp
 mov    %esp,%ebp
 push   %esi
 push   %ebx
 sub    $0x10,%esp
 mov    0x8(%ebp),%eax
 mov    %eax,(%esp)
 call   <T> <_ZN8CAppBaseC1Ev>",2026-08-11
_ZN12CApplicationC2Ev,CApplication::CApplication(),codegen_diff,同 C1（初始化顺序差异）,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,192 +1,196 @@
 push   %ebp
 mov    %esp,%ebp
 push   %esi
 push   %ebx
 sub    $0x10,%esp
 mov    0x8(%ebp),%eax
 mov    %eax,(%esp)
 call   <T> <_ZN8CAppBaseC1Ev>",2026-08-11
_ZN12CApplicationD1Ev,CApplication::~CApplication(),codegen_diff,C语义一致（CFrameCountHandler 平凡析构已修复），剩余：两个 CMutex 析构 ORIG 在单一路径内联调用 vs OURS 独立跳转块,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,169 +1,173 @@
 push   %ebp
 mov    %esp,%ebp
 push   %esi
 push   %ebx
 sub    $0x10,%esp
 mov    0x8(%ebp),%eax
 movl   $&_ZTV12CApplication+0x8,(%eax)
 movl   $""Application Stop!"",(%esp)",2026-08-11
_ZN12CApplicationD2Ev,CApplication::~CApplication(),codegen_diff,同 D1,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,169 +1,173 @@
 push   %ebp
 mov    %esp,%ebp
 push   %esi
 push   %ebx
 sub    $0x10,%esp
 mov    0x8(%ebp),%eax
 movl   $&_ZTV12CApplication+0x8,(%eax)
 movl   $""Application Stop!"",(%esp)",2026-08-11
_ZN12CBuddyHandle17findBuddyByCharNoEj,CBuddyHandle::findBuddyByCharNo(unsigned int),codegen_diff,C语义一致，差异：ORIG 先构造默认迭代器再 begin，OURS 直接 begin；字段读取 ORIG mov 0x22(%eax) vs OURS add+mov,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,55 +1,50 @@
 push   %ebp
 mov    %esp,%ebp
 sub    $0x28,%esp
+mov    0x8(%ebp),%edx
 lea    -0x14(%ebp),%eax
-mov    %eax,(%esp)
-call   <T> <_ZNSt17_Rb_tree_iteratorISt4pairIKSsP6CBuddyEEC1Ev>
-mov    0x8(%ebp),%edx",2026-08-11
_ZN12CBuddyHandle5addDBEP14CServerHandlerPc,"CBuddyHandle::addDB(CServerHandler*, char*)",codegen_diff,C语义一致（user 判空+GetUniqCharNo 判零+日志+insert），差异：OURS 用 -0x9 局部 bool 两次赋值，ORIG 直接分支；日志参数装载顺序不同,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,150 +1,155 @@
 push   %ebp
 mov    %esp,%ebp
 push   %esi
 push   %ebx
 sub    $0x60,%esp
+movb   $0x1,-0x9(%ebp)
 mov    0x8(%ebp),%eax
 mov    0x18(%eax),%eax",2026-08-11
_ZN12CBuddyHandle5delDBEP14CServerHandlerPc,"CBuddyHandle::delDB(CServerHandler*, char*)",codegen_diff,同 addDB 模式（user 判空+GetUniqCharNo 判零+日志+erase），OURS 多局部 bool 存储,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,135 +1,140 @@
 push   %ebp
 mov    %esp,%ebp
 push   %esi
 push   %ebx
 sub    $0x60,%esp
+movb   $0x1,-0x9(%ebp)
 mov    0x8(%ebp),%eax
 mov    0x18(%eax),%eax",2026-08-11
_ZN12CBuddyHandle5clearEb,CBuddyHandle::clear(bool),codegen_diff,C语义一致，仅 empty 取反表述（xor vs test+jne）与分支偏移不同,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,62 +1,61 @@
 push   %ebp
 mov    %esp,%ebp
 push   %ebx
 sub    $0x34,%esp
 mov    0xc(%ebp),%eax
 mov    %al,-0x1c(%ebp)
 mov    0x8(%ebp),%eax
 mov    %eax,(%esp)",2026-08-11
_ZN12CBuddyHandle9getBuddysEPP6CBuddy,CBuddyHandle::getBuddys(CBuddy**),codegen_diff,C语义一致，差异：ORIG 循环内先取 end 再比较，OURS 后取；局部槽偏移不同,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,66 +1,66 @@
 push   %ebp
 mov    %esp,%ebp
 push   %ebx
 sub    $0x44,%esp
 mov    0x8(%ebp),%eax
 mov    %eax,(%esp)
 call   <T> <_ZNKSt3mapISsP6CBuddySt4lessISsESaISt4pairIKSsS1_EEE5emptyEv>
 test   %al,%al",2026-08-11
_ZN12CBuddyHandle6insertEP6CBuddy,CBuddyHandle::insert(CBuddy*),codegen_diff,C语义一致（size 上限 0x1f 检查+插入），但结构差异较大：ORIG 0xa4 字节直接用 char* 参与 pair 构造，OURS 0x138 字节先构造 std::string；size 检查分支方向相反（jne/je）；建议人工复核,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,56 +1,102 @@
 push   %ebp
 mov    %esp,%ebp
 push   %esi
 push   %ebx
 sub    $0x30,%esp
 mov    0x8(%ebp),%eax
 mov    %eax,(%esp)
 call   <T> <_ZNKSt3mapISsP6CBuddySt4lessISsESaISt4pairIKSsS1_EEE4sizeEv>",2026-08-11
_ZN12CTcpDBServer10SendLogoutEv,CTcpDBServer::SendLogout(),codegen_diff,C语义一致（makePacketHeader 判空写 0xa 字节后 SendToServer），仅临时槽与 add+movb 寻址差异,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,22 +1,21 @@
 push   %ebp
 mov    %esp,%ebp
 sub    $0x28,%esp
 movl   $0xb,0x8(%esp)
 movl   $0x1069,0x4(%esp)
 mov    0x8(%ebp),%eax
 mov    %eax,(%esp)
 call   <T> <_ZN12CTcpDBServer16makePacketHeaderEtt>",2026-08-11
_ZN12CTcpDBServer13SendHeartbeatEv,CTcpDBServer::SendHeartbeat(),codegen_diff,同 SendLogout 模式,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,22 +1,21 @@
 push   %ebp
 mov    %esp,%ebp
 sub    $0x28,%esp
 movl   $0xb,0x8(%esp)
 movl   $0x106a,0x4(%esp)
 mov    0x8(%ebp),%eax
 mov    %eax,(%esp)
 call   <T> <_ZN12CTcpDBServer16makePacketHeaderEtt>",2026-08-11
_ZN12CTcpDBServer13IsValidServerEv,CTcpDBServer::IsValidServer(),codegen_diff,C语义一致（sock!=-1 且 net!=0 返回 1，否则日志返回 0），差异：ORIG 用 esi/ebx 缓存两字段 vs OURS 直接读；帧布局不同,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,37 +1,32 @@
 push   %ebp
 mov    %esp,%ebp
-push   %esi
-push   %ebx
-sub    $0x30,%esp
+sub    $0x38,%esp
 mov    0x8(%ebp),%eax
 mov    0x8(%eax),%eax",2026-08-11
_ZN12CTcpDBServer16makePacketHeaderEtt,"CTcpDBServer::makePacketHeader(unsigned short, unsigned short)",codegen_diff,C语义一致，仅判空分支方向（je vs jne+提前返回）与临时槽差异,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,34 +1,33 @@
 push   %ebp
 mov    %esp,%ebp
 sub    $0x38,%esp
 mov    0xc(%ebp),%edx
 mov    0x10(%ebp),%eax
 mov    %dx,-0x1c(%ebp)
 mov    %ax,-0x20(%ebp)
 mov    0x8(%ebp),%eax",2026-08-11
_ZN12CTcpDBServer9SendLoginEv,CTcpDBServer::SendLogin(),codegen_diff,同 SendLogout 模式,"```diff
--- ORIG（伪代码化）
+++ OURS（伪代码化）
@@ -1,22 +1,21 @@
 push   %ebp
 mov    %esp,%ebp
 sub    $0x28,%esp
 movl   $0xb,0x8(%esp)
 movl   $0x1068,0x4(%esp)
 mov    0x8(%ebp),%eax
 mov    %eax,(%esp)
 call   <T> <_ZN12CTcpDBServer16makePacketHeaderEtt>",2026-08-11
